無限直播,#genre#
Eleven Sport 1,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1133
Eleven Sport 2,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=301
ELEVEN SPORTS PLUS,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=419
ELTA体育1,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=192
ELTA体育2,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=193
ELTA体育3,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=194
WWE,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1081
Z频道,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1130
博斯无限,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=381
博斯无限2,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=426
博斯网球,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=498
博斯高球1,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=377
博斯高球2,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=378
博斯魅力,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=175
博斯运动1,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=379
博斯运动2,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=380
TRACE Sport Stars,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1037
卫视体育Star Sports,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=79
智林体育,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=82
时尚运动X,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=71
Edge Sport,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1341
欧洲体育,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1342
皇马足球,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=20
ESPN-HD,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=147
ESPN-News,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=148
NBC-HD,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=154
NBC-Golf,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=155
NBA-TV,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=153
BT Sport ESPN,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=168
BT Sport 2,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=166
BT Sport 3,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=167
BT Sport 1,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=165
Sky Sports F1,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=182
Sky Sports 1,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=172
Sky Sport 2,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=171
Sky Sport 3,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=183
Sky Sport 4,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=417
Sky Sport 5,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=418
Ginx电竞,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=425
jsport1,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=129
jsport2,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=130
jsport3,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=131
jsport4,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=132
Astro Sp1,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=444
Astro Sp2,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=445
Astro Sp3,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=446
Astro Sp4,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=447
新马频道,#genre#
AOD351,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1050
AOD351,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=428
AOD351,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1162
AOD352,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=450
AOD352,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1163
AOD353,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1067
AOD353,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1164
AOD354,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1068
AOD354,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1165
AOD355,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1069
AOD355,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1166
WWE,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1167
天映频道,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=441
天映经典,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=328
全佳,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=427
欢喜,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=432
双星,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=431
双星,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1086
华丽,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=429
小太阳,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=443
小太阳,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1080
AEC,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=433
AEC,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1073
KIX,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=430
KIX,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1072
TV1,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=435
TV2,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=436
TV3,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=437
NTV7,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=439
TV8,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=442
TV9,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=438
Channel 5,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=141
Channel 5,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=449
Channel 8,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1160
Channel 8,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=142
Channel U,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=448
Channel U,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1077
ARENA_HD,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1049
ASSP1_HD,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1070
ASSP2_HD,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1071
ASSP4_HD,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1074
Vasantham,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1078
Suria,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1076
Suria,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=434
OKEY,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1075
AWANI,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1151
AXN,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1044
BNC,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1045
BNC,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1171
LIGA,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1332
CinemaOne,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1333
SportsAction,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1334
Jeepney,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1335
MYX,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1336
GMA,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1337
TV5,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1338
EGG,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1168
OKTO,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1169
TVN,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1170
Arena,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1172
CRICKET,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1173
IKIM TV,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1147
Astro Awani,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=440
音乐宗教,#genre#
好消息2,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=363
Mezzo Live,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=60
M2O,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=94
CLASSICA 古典乐,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1027
希望电视,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=67
唯心电视,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1150
人间卫视,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=101
大爱电视,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=184
Medici Arts,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=188
MTV Live,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=106
自然の音,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1091
Trace Urban,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1003
佛卫慈悲台,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1306
日本频道,#genre#
NTV News24,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=42
BSテレビ东京,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=243
时代剧の专门家,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=287
テレビ朝日,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=237
SKY A,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=247
读卖テレビ,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=198
每日放送,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=199
サンテレビ,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=238
BSプレミアム,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=239
BS日テレ,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=240
BS朝日,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=241
GREEN,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=245
关西テレビ,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=235
BS-TBS,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=242
Golf Network,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=249
BS-FUJI,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=244
jsport1,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=129
jsport2,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=130
jsport3,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=131
jsport4,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=132
Japan Channel DX,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=39
GaoRa,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=296
NTV,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=119
NHKE,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=120
NHK-G,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=121
tvtokyo,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=123
TBS,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=124
大阪TV,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=126
ABC朝日,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=127
bs1,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=128
wowo1,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=133
wowo2,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=134
wowo3,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=135
STAR1,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=136
STAR2,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=137
STAR3,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=138
animax,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=139
Green,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=140
Discovery,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=290
Tokyo MX1,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=33
Tokyo MX2,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1148
KIDS,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=289
卫星剧场,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=298
MUSIC JAPAN,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=288
韩国频道,#genre#
 KBS1,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=174
 KBS2,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=250
 MBC,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=251
 SBS,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=252
 SBS PLus,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=262
 JTBC??,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=268
 JTBC,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=253
 OCN,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=488
 CTS,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=491
 Spotv,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=266
 Spotv2,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=267
 CBS,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=493
 SBS??,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=486
 OCNMOVIES,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1020
 Mnet,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1136
 MBCevery1,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=476
 Tconvers,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1134
 KBS joy,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1154
 KBS Dram,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1062
 YTN Science,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1092
 EBS 2,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1093
 EBS Kids,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1094
 EBS English,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1095
 EBSPlus 1,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1096
 EBSPlus 2,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1097
 EBS1,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1098
 UBC SBS,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1099
 KTV,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1100
 SBS Star,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1101
北美频道,#genre#
ESPN-News,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=148
NBC-HD,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=154
NBC-Golf,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=155
NBA-TV,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=153
ESPN-HD,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=147
BT Sport ESPN,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=168
BT Sport 2,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=166
BT Sport 3,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=167
BT Sport 1,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=165
加拿大国家电视台,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1003
CNN HD,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=146
FOX-HD,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=149
TBS HD,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=156
FOX-News,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=150
ABC HD,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=143
CBS HD,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=144
BET,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=270
HBO Signature,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=272
TNT,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=284
HGTV-HD,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=274
HISTORY,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=275
GOD TV,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=276
Big Ten Network,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=278
NESN,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=281
NFL RedZone,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=280
HBO Zone East,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=273
HBO East,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=271
HBO Comedy East,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=269
Box Nation,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=277
UFC Network,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=283
MTV,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=286
NAT-GEO,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=285
Sec Network,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=279
Tennis,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=282
CNBC,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=145
Bloomberg Television,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1058
American Horrors,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1054
30A TV,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1052
Atlanta,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1055
Panama City,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1056
Pawleys Island,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1057
英国Sky Sports MainEvent,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=177
英国Euro Sport 1,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=170
英国Euro Sport 2,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=171
英国Sky Sports Mix,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=172
英国Sky Sports Cricket,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=179
英国Sky Sports Golf,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=180
英国Sky Sports PremierLeague,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=181
英国Sky Sports F1,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=182
英国Sky Sports News,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=183
英国BBC News,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=164
英国Channel 4,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=169
国际频道,#genre#
加拿大-CP 24 Canada,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1247
加拿大-CBC News,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1248
加拿大-CTV News,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1249
加拿大-Business Network News,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1250
加拿大-The Weather Network,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1251
加拿大-CBC,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1252
加拿大-CTV,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1253
加拿大-Global,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1254
加拿大-City,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1255
加拿大-CHCH,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1256
加拿大-CTV 2,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1257
加拿大-OMNI 1,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1258
加拿大-OMNI 2,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1259
加拿大-TVO,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1260
加拿大-Discovery Canada,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1261
加拿大-TLC Canada,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1262
加拿大-Love Nature,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1263
加拿大-Food Network Cabada,http://193.105.83.92/qq羣50505369/毋雞棈埰節朩/冋忆影潒.php?cid=1265
